target_mlux,formation_name,current_ma,pwm_percent,estimated_mlux,error_mlux,lower_measured_mlux,lower_pwm_percent,upper_measured_mlux,upper_pwm_percent,method
56200,headlight_all_leds,37,18,56193.2,6.8,45857.0,15,63084.0,20,interpolated
56300,formation_8_highest_light,38,29,56288.4,11.6,48250.0,25,58298.0,30,interpolated
56400,headlight_all_leds,46,16,56374.0,26.0,52283.0,15,72738.0,20,interpolated
56500,headlight_all_leds,10,59,56509.8,9.8,52681.0,55,57467.0,60,interpolated
56600,headlight_all_leds,19,32,56591.0,9.0,53083.0,30,61853.0,35,interpolated
56700,formation_8_highest_light,17,60,56687.0,13.0,56687.0,60,61419.0,65,interpolated
56800,formation_8_highest_light,10,99,56803.0,3.0,54495.0,95,57380.0,100,interpolated
56900,formation_8_highest_light,14,73,56903.6,3.6,54566.0,70,58462.0,75,interpolated
57000,formation_8_highest_light,18,57,57017.8,17.8,55017.0,55,60019.0,60,interpolated
57100,formation_8_highest_light,43,27,57117.6,17.6,52676.0,25,63780.0,30,interpolated
57200,headlight_all_leds,13,47,57203.4,3.4,54787.0,45,60828.0,50,interpolated
57300,formation_8_highest_light,46,26,57300.6,0.6,54955.0,25,66683.0,30,interpolated
57400,formation_8_highest_light,11,91,57401.6,1.6,56772.0,90,59920.0,95,interpolated
57500,formation_8_highest_light,41,28,57496.6,3.4,51064.0,25,61785.0,30,interpolated
57600,headlight_all_leds,33,20,57599.0,1.0,57599.0,20,72666.0,25,interpolated
57700,headlight_all_leds,31,21,57686.8,13.2,54848.0,20,69042.0,25,interpolated
57800,headlight_all_leds,28,23,57787.8,12.2,50124.0,20,62897.0,25,interpolated
57900,formation_8_highest_light,25,43,57896.0,4.0,53891.0,40,60566.0,45,interpolated
58000,headlight_all_leds,8,76,58000.2,0.2,57240.0,75,61041.0,80,interpolated
58100,headlight_all_leds,43,17,58091.0,9.0,50307.0,15,69767.0,20,interpolated
58200,formation_8_highest_light,22,48,58190.6,9.4,54563.0,45,60609.0,50,interpolated
58300,formation_8_highest_light,38,30,58298.0,2.0,58298.0,30,68269.0,35,interpolated
58400,headlight_all_leds,36,19,58405.2,5.2,44970.0,15,61764.0,20,interpolated
58500,formation_8_highest_light,42,28,58502.8,2.8,51943.0,25,62876.0,30,interpolated
58600,headlight_all_leds,21,30,58592.0,8.0,58592.0,30,68300.0,35,interpolated
58700,headlight_all_leds,17,37,58703.6,3.6,55542.0,35,63446.0,40,interpolated
58800,headlight_all_leds,30,22,58798.8,1.2,53308.0,20,67035.0,25,interpolated
58900,formation_8_highest_light,19,56,58906.2,6.2,57855.0,55,63111.0,60,interpolated
59000,headlight_all_leds,26,25,59005.0,5.0,47088.0,20,59005.0,25,interpolated
59100,headlight_all_leds,22,29,59094.0,6.0,50902.0,25,61142.0,30,interpolated
59200,formation_8_highest_light,31,36,59202.4,2.4,57551.0,35,65808.0,40,interpolated
59300,formation_8_highest_light,49,26,59295.2,4.8,56832.0,25,69148.0,30,interpolated
59400,formation_8_highest_light,22,49,59399.8,0.2,54563.0,45,60609.0,50,interpolated
59500,formation_8_highest_light,23,47,59498.4,1.6,56968.0,45,63294.0,50,interpolated
59600,formation_8_highest_light,13,82,59607.8,7.8,58145.0,80,61802.0,85,interpolated
59700,headlight_all_leds,45,17,59713.4,13.4,51657.0,15,71798.0,20,interpolated
59800,formation_8_highest_light,16,67,59814.4,14.4,58020.0,65,62506.0,70,interpolated
59900,formation_8_highest_light,11,95,59920.0,20.0,56772.0,90,59920.0,95,interpolated
60000,formation_8_highest_light,18,60,60019.0,19.0,55017.0,55,60019.0,60,interpolated
60100,headlight_all_leds,19,34,60099.0,1.0,53083.0,30,61853.0,35,interpolated
60200,headlight_all_leds,7,91,60209.6,9.6,59553.0,90,62836.0,95,interpolated
60300,formation_8_highest_light,38,31,60292.2,7.8,58298.0,30,68269.0,35,interpolated
60400,formation_8_highest_light,21,52,60397.6,2.4,58084.0,50,63868.0,55,interpolated
60500,formation_8_highest_light,34,34,60503.4,3.4,53333.0,30,62296.0,35,interpolated
60600,formation_8_highest_light,22,50,60609.0,9.0,54563.0,45,60609.0,50,interpolated
60700,formation_8_highest_light,42,29,60689.4,10.6,51943.0,25,62876.0,30,interpolated
60800,formation_8_highest_light,14,78,60809.8,9.8,58462.0,75,62375.0,80,interpolated
60900,formation_8_highest_light,27,42,60896.0,4.0,58008.0,40,65228.0,45,interpolated
61000,formation_8_highest_light,19,58,61008.6,8.6,57855.0,55,63111.0,60,interpolated
61100,headlight_all_leds,27,25,61098.0,2.0,61098.0,25,73332.0,30,interpolated
61200,formation_8_highest_light,12,89,61200.0,0.0,58436.0,85,61891.0,90,interpolated
61300,headlight_all_leds,10,64,61285.4,14.6,57467.0,60,62240.0,65,interpolated
61400,headlight_all_leds,20,33,61410.2,10.2,55865.0,30,65107.0,35,interpolated
61500,headlight_all_leds,7,93,61522.8,22.8,59553.0,90,62836.0,95,interpolated
61600,formation_8_highest_light,14,79,61592.4,7.6,58462.0,75,62375.0,80,interpolated
61700,headlight_all_leds,15,44,61710.6,10.6,56125.0,40,63107.0,45,interpolated
61800,formation_8_highest_light,13,85,61802.0,2.0,58145.0,80,61802.0,85,interpolated
61900,formation_8_highest_light,25,46,61900.4,0.4,60566.0,45,67238.0,50,interpolated
62000,formation_8_highest_light,46,28,61991.8,8.2,54955.0,25,66683.0,30,interpolated
62100,formation_8_highest_light,35,34,62061.8,38.2,54677.0,30,63908.0,35,interpolated
62200,headlight_all_leds,32,22,62204.4,4.4,56336.0,20,71007.0,25,interpolated
62300,formation_8_highest_light,34,35,62296.0,4.0,62296.0,35,71298.0,40,interpolated
62400,formation_8_highest_light,33,36,62406.4,6.4,60660.0,35,69392.0,40,interpolated
62500,formation_8_highest_light,31,38,62505.2,5.2,57551.0,35,65808.0,40,interpolated
62600,formation_8_highest_light,12,91,62576.4,23.6,61891.0,90,65318.0,95,interpolated
62700,formation_8_highest_light,21,54,62711.2,11.2,58084.0,50,63868.0,55,interpolated
62800,formation_8_highest_light,47,28,62800.0,0.0,55636.0,25,67576.0,30,interpolated
62900,headlight_all_leds,28,25,62897.0,3.0,62897.0,25,75537.0,30,interpolated
63000,formation_8_highest_light,18,63,63021.4,21.4,60019.0,60,65023.0,65,interpolated
63100,formation_8_highest_light,20,57,63098.6,1.4,60881.0,55,66425.0,60,interpolated
63200,headlight_all_leds,12,55,63201.0,1.0,57493.0,50,63201.0,55,interpolated
63300,formation_8_highest_light,23,50,63294.0,6.0,63294.0,50,69597.0,55,interpolated
63400,formation_8_highest_light,16,71,63398.8,1.2,62506.0,70,66970.0,75,interpolated
63500,headlight_all_leds,7,96,63497.2,2.8,62836.0,95,66142.0,100,interpolated
63600,formation_8_highest_light,39,32,63594.6,5.4,59511.0,30,69720.0,35,interpolated
63700,headlight_all_leds,26,27,63713.0,13.0,59005.0,25,70775.0,30,interpolated
63800,formation_8_highest_light,27,44,63784.0,16.0,58008.0,40,65228.0,45,interpolated
63900,formation_8_highest_light,35,35,63908.0,8.0,54677.0,30,63908.0,35,interpolated
64000,formation_8_highest_light,13,88,63986.6,13.4,61802.0,85,65443.0,90,interpolated
64100,formation_8_highest_light,34,36,64096.4,3.6,62296.0,35,71298.0,40,interpolated
64200,formation_8_highest_light,20,58,64207.4,7.4,60881.0,55,66425.0,60,interpolated
64300,formation_8_highest_light,16,72,64291.6,8.4,62506.0,70,66970.0,75,interpolated
64400,headlight_all_leds,16,43,64397.2,2.8,59926.0,40,67378.0,45,interpolated
64500,headlight_all_leds,15,46,64500.8,0.8,63107.0,45,70076.0,50,interpolated
64600,formation_8_highest_light,25,48,64569.2,30.8,60566.0,45,67238.0,50,interpolated
64700,formation_8_highest_light,13,89,64714.8,14.8,61802.0,85,65443.0,90,interpolated
64800,formation_8_highest_light,44,30,64785.0,15.0,64785.0,30,76189.0,35,interpolated
64900,formation_8_highest_light,29,42,64881.2,18.8,61802.0,40,69500.0,45,interpolated
65000,headlight_all_leds,29,25,64988.0,12.0,64988.0,25,78080.0,30,interpolated
65100,headlight_all_leds,10,68,65106.2,6.2,62240.0,65,67017.0,70,interpolated
65200,headlight_all_leds,22,32,65192.8,7.2,61142.0,30,71269.0,35,interpolated
65300,headlight_all_leds,11,62,65315.2,15.2,63212.0,60,68470.0,65,interpolated
65400,headlight_all_leds,39,20,65412.0,12.0,47410.0,15,65412.0,20,interpolated
65500,headlight_all_leds,12,57,65496.2,3.8,63201.0,55,68939.0,60,interpolated
65600,headlight_all_leds,8,86,65610.4,10.4,64851.0,85,68648.0,90,interpolated
65700,formation_8_highest_light,26,47,65697.6,2.4,62922.0,45,69861.0,50,interpolated
65800,formation_8_highest_light,31,40,65808.0,8.0,57551.0,35,65808.0,40,interpolated
65900,formation_8_highest_light,33,38,65899.2,0.8,60660.0,35,69392.0,40,interpolated
66000,headlight_all_leds,48,18,66001.2,1.2,53391.0,15,74408.0,20,interpolated
66100,formation_8_highest_light,15,79,66102.4,2.4,62748.0,75,66941.0,80,interpolated
66200,headlight_all_leds,31,24,66203.2,3.2,54848.0,20,69042.0,25,interpolated
66300,formation_8_highest_light,14,85,66291.0,9.0,66291.0,85,70205.0,90,interpolated
66400,formation_8_highest_light,29,43,66420.8,20.8,61802.0,40,69500.0,45,interpolated
66500,headlight_all_leds,37,21,66459.0,41.0,63084.0,20,79959.0,25,interpolated
66600,headlight_all_leds,17,42,66600.8,0.8,63446.0,40,71333.0,45,interpolated
66700,formation_8_highest_light,12,97,66703.2,3.2,65318.0,95,68781.0,100,interpolated
66800,headlight_all_leds,35,22,66823.0,23.0,60423.0,20,76423.0,25,interpolated
66900,formation_8_highest_light,13,92,66896.2,3.8,65443.0,90,69076.0,95,interpolated
67000,formation_8_highest_light,30,42,67008.8,8.8,63822.0,40,71789.0,45,interpolated
67100,formation_8_highest_light,17,71,67106.0,6.0,66162.0,70,70882.0,75,interpolated
67200,formation_8_highest_light,28,45,67214.0,14.0,59769.0,40,67214.0,45,interpolated
67300,headlight_all_leds,15,48,67288.4,11.6,63107.0,45,70076.0,50,interpolated
67400,formation_8_highest_light,12,98,67395.8,4.2,65318.0,95,68781.0,100,interpolated
67500,formation_8_highest_light,20,61,67534.0,34.0,66425.0,60,71970.0,65,interpolated
67600,headlight_all_leds,29,26,67606.4,6.4,64988.0,25,78080.0,30,interpolated
67700,formation_8_highest_light,34,38,67697.2,2.8,62296.0,35,71298.0,40,interpolated
67800,headlight_all_leds,12,59,67791.4,8.6,63201.0,55,68939.0,60,interpolated
67900,headlight_all_leds,8,89,67888.6,11.4,64851.0,85,68648.0,90,interpolated
68000,headlight_all_leds,50,18,67985.4,14.6,55029.0,15,76623.0,20,interpolated
68100,formation_8_highest_light,27,47,68106.8,6.8,65228.0,45,72425.0,50,interpolated
68200,formation_8_highest_light,41,33,68206.8,6.8,61785.0,30,72488.0,35,interpolated
68300,headlight_all_leds,21,35,68300.0,0.0,58592.0,30,68300.0,35,interpolated
68400,formation_8_highest_light,24,52,68394.6,5.4,65771.0,50,72330.0,55,interpolated
68500,formation_8_highest_light,21,59,68521.6,21.6,63868.0,55,69685.0,60,interpolated
68600,formation_8_highest_light,30,43,68602.2,2.2,63822.0,40,71789.0,45,interpolated
68700,formation_8_highest_light,28,46,68697.6,2.4,67214.0,45,74632.0,50,interpolated
68800,headlight_all_leds,9,80,68794.0,6.0,68794.0,80,73076.0,85,interpolated
68900,headlight_all_leds,19,39,68901.8,1.8,61853.0,35,70664.0,40,interpolated
69000,formation_8_highest_light,17,73,68994.0,6.0,66162.0,70,70882.0,75,interpolated
69100,formation_8_highest_light,31,42,69101.6,1.6,65808.0,40,74042.0,45,interpolated
69200,headlight_all_leds,22,34,69243.6,43.6,61142.0,30,71269.0,35,interpolated
69300,headlight_all_leds,13,57,69282.2,17.8,66861.0,55,72914.0,60,interpolated
69400,headlight_all_leds,8,91,69405.8,5.8,68648.0,90,72437.0,95,interpolated
69500,formation_8_highest_light,29,45,69500.0,0.0,61802.0,40,69500.0,45,interpolated
69600,formation_8_highest_light,23,55,69597.0,3.0,69597.0,55,75939.0,60,interpolated
69700,formation_8_highest_light,24,53,69706.4,6.4,65771.0,50,72330.0,55,interpolated
69800,formation_8_highest_light,13,96,69807.6,7.6,69076.0,95,72734.0,100,interpolated
69900,formation_8_highest_light,25,52,69895.6,4.4,67238.0,50,73882.0,55,interpolated
70000,formation_8_highest_light,47,31,69986.0,14.0,67576.0,30,79626.0,35,interpolated
70100,headlight_all_leds,12,61,70084.6,15.4,68939.0,60,74667.0,65,interpolated
70200,formation_8_highest_light,30,44,70195.6,4.4,63822.0,40,71789.0,45,interpolated
70300,formation_8_highest_light,15,84,70305.0,5.0,66941.0,80,71146.0,85,interpolated
70400,headlight_all_leds,25,31,70400.2,0.2,68164.0,30,79345.0,35,interpolated
70500,headlight_all_leds,9,82,70506.8,6.8,68794.0,80,73076.0,85,interpolated
70600,headlight_all_leds,11,67,70569.2,30.8,68470.0,65,73718.0,70,interpolated
70700,headlight_all_leds,20,38,70673.2,26.8,65107.0,35,74384.0,40,interpolated
70800,headlight_all_leds,44,20,70798.0,2.0,70798.0,20,90253.0,25,interpolated
70900,formation_8_highest_light,37,37,70907.2,7.2,66980.0,35,76798.0,40,interpolated
71000,headlight_all_leds,49,19,70998.8,1.2,53958.0,15,75259.0,20,interpolated
71100,headlight_all_leds,38,22,71071.2,28.8,64166.0,20,81429.0,25,interpolated
71200,formation_8_highest_light,25,53,71224.4,24.4,67238.0,50,73882.0,55,interpolated
71300,formation_8_highest_light,34,40,71298.0,2.0,71298.0,40,80283.0,45,interpolated
71400,headlight_all_leds,41,21,71409.2,9.2,67726.0,20,86142.0,25,interpolated
71500,formation_8_highest_light,22,59,71506.4,6.4,66652.0,55,72720.0,60,interpolated
71600,headlight_all_leds,11,68,71618.8,18.8,68470.0,65,73718.0,70,interpolated
71700,headlight_all_leds,13,59,71703.4,3.4,66861.0,55,72914.0,60,interpolated
71800,headlight_all_leds,45,20,71798.0,2.0,71798.0,20,91548.0,25,interpolated
71900,headlight_all_leds,31,26,71849.6,50.4,69042.0,25,83080.0,30,interpolated
72000,formation_8_highest_light,13,99,72002.4,2.4,69076.0,95,72734.0,100,interpolated
72100,formation_8_highest_light,23,57,72133.8,33.8,69597.0,55,75939.0,60,interpolated
72200,headlight_all_leds,18,43,72197.2,2.8,67177.0,40,75544.0,45,interpolated
72300,headlight_all_leds,23,34,72303.2,3.2,63824.0,30,74423.0,35,interpolated
72400,formation_8_highest_light,47,32,72396.0,4.0,67576.0,30,79626.0,35,interpolated
72500,formation_8_highest_light,41,35,72488.0,12.0,72488.0,35,83302.0,40,interpolated
72600,headlight_all_leds,42,21,72603.2,3.2,68847.0,20,87628.0,25,interpolated
72700,formation_8_highest_light,43,34,72705.6,5.6,63780.0,30,74937.0,35,interpolated
72800,formation_8_highest_light,17,77,72780.4,19.6,70882.0,75,75628.0,80,interpolated
72900,headlight_all_leds,17,46,72909.6,9.6,71333.0,45,79216.0,50,interpolated
73000,headlight_all_leds,28,29,73009.0,9.0,62897.0,25,75537.0,30,interpolated
73100,headlight_all_leds,26,31,73104.6,4.6,70775.0,30,82423.0,35,interpolated
73200,headlight_all_leds,8,96,73197.2,2.8,72437.0,95,76238.0,100,interpolated
73300,headlight_all_leds,22,36,73302.6,2.6,71269.0,35,81437.0,40,interpolated
73400,formation_8_highest_light,23,58,73402.2,2.2,69597.0,55,75939.0,60,interpolated
73500,headlight_all_leds,12,64,73521.4,21.4,68939.0,60,74667.0,65,interpolated
73600,headlight_all_leds,43,21,73586.6,13.4,69767.0,20,88865.0,25,interpolated
73700,headlight_all_leds,11,70,73718.0,18.0,68470.0,65,73718.0,70,interpolated
73800,formation_8_highest_light,46,33,73778.6,21.4,66683.0,30,78509.0,35,interpolated
73900,headlight_all_leds,32,26,73903.2,3.2,71007.0,25,85488.0,30,interpolated
74000,formation_8_highest_light,26,53,74007.0,7.0,69861.0,50,76771.0,55,interpolated
74100,formation_8_highest_light,14,95,74097.0,3.0,74097.0,95,78021.0,100,interpolated
74200,formation_8_highest_light,20,67,74192.0,8.0,71970.0,65,77525.0,70,interpolated
74300,formation_8_highest_light,38,38,74293.6,6.4,68269.0,35,78310.0,40,interpolated
74400,headlight_all_leds,48,20,74408.0,8.0,53391.0,15,74408.0,20,interpolated
74500,formation_8_highest_light,15,89,74506.8,6.8,71146.0,85,75347.0,90,interpolated
74600,headlight_all_leds,10,78,74620.2,20.2,71757.0,75,76529.0,80,interpolated
74700,headlight_all_leds,44,21,74689.0,11.0,70798.0,20,90253.0,25,interpolated
74800,formation_8_highest_light,47,33,74806.0,6.0,67576.0,30,79626.0,35,interpolated
74900,formation_8_highest_light,34,42,74892.0,8.0,71298.0,40,80283.0,45,interpolated
75000,formation_8_highest_light,36,40,74990.0,10.0,74990.0,40,84492.0,45,interpolated
75100,headlight_all_leds,41,22,75092.4,7.6,67726.0,20,86142.0,25,interpolated
75200,formation_8_highest_light,25,56,75219.6,19.6,73882.0,55,80570.0,60,interpolated
75300,formation_8_highest_light,20,68,75303.0,3.0,71970.0,65,77525.0,70,interpolated
75400,formation_8_highest_light,26,54,75389.0,11.0,69861.0,50,76771.0,55,interpolated
75500,formation_8_highest_light,21,65,75494.0,6.0,75494.0,65,81332.0,70,interpolated
75600,headlight_all_leds,33,26,75623.8,23.8,72666.0,25,87455.0,30,interpolated
75700,formation_8_highest_light,31,46,75683.8,16.2,74042.0,45,82251.0,50,interpolated
75800,headlight_all_leds,11,72,75807.2,7.2,73718.0,70,78941.0,75,interpolated
75900,formation_8_highest_light,39,38,75899.4,0.6,69720.0,35,80019.0,40,interpolated
76000,headlight_all_leds,39,23,76018.2,18.2,65412.0,20,83089.0,25,interpolated
76100,formation_8_highest_light,28,51,76113.8,13.8,74632.0,50,82041.0,55,interpolated
76200,formation_8_highest_light,44,35,76189.0,11.0,76189.0,35,87550.0,40,interpolated
76300,headlight_all_leds,16,51,76298.8,1.2,74814.0,50,82238.0,55,interpolated
76400,formation_8_highest_light,20,69,76414.0,14.0,71970.0,65,77525.0,70,interpolated
76500,headlight_all_leds,9,89,76507.2,7.2,73076.0,85,77365.0,90,interpolated
76600,formation_8_highest_light,49,33,76594.0,6.0,69148.0,30,81558.0,35,interpolated
76700,formation_8_highest_light,34,43,76689.0,11.0,71298.0,40,80283.0,45,interpolated
76800,headlight_all_leds,32,27,76799.4,0.6,71007.0,25,85488.0,30,interpolated
76900,formation_8_highest_light,36,41,76890.4,9.6,74990.0,40,84492.0,45,interpolated
77000,formation_8_highest_light,15,92,77016.6,16.6,75347.0,90,79521.0,95,interpolated
77100,headlight_all_leds,25,34,77108.8,8.8,68164.0,30,79345.0,35,interpolated
77200,formation_8_highest_light,23,61,77207.8,7.8,75939.0,60,82283.0,65,interpolated
77300,formation_8_highest_light,31,47,77325.6,25.6,74042.0,45,82251.0,50,interpolated
77400,headlight_all_leds,43,22,77406.2,6.2,69767.0,20,88865.0,25,interpolated
77500,headlight_all_leds,10,81,77483.6,16.4,76529.0,80,81302.0,85,interpolated
77600,formation_8_highest_light,24,59,77597.2,2.8,72330.0,55,78914.0,60,interpolated
77700,headlight_all_leds,47,21,77700.0,0.0,73648.0,20,93908.0,25,interpolated
77800,headlight_all_leds,16,52,77783.6,16.4,74814.0,50,82238.0,55,interpolated
77900,headlight_all_leds,11,74,77896.4,3.6,73718.0,70,78941.0,75,interpolated
78000,headlight_all_leds,28,31,78013.4,13.4,75537.0,30,87919.0,35,interpolated
78100,headlight_all_leds,12,68,78102.0,2.0,74667.0,65,80392.0,70,interpolated
78200,headlight_all_leds,36,25,78201.0,1.0,61764.0,20,78201.0,25,interpolated
78300,formation_8_highest_light,38,40,78310.0,10.0,68269.0,35,78310.0,40,interpolated
78400,headlight_all_leds,15,56,78413.8,13.8,77017.0,55,84001.0,60,interpolated
78500,headlight_all_leds,48,21,78497.8,2.2,74408.0,20,94857.0,25,interpolated
78600,headlight_all_leds,33,27,78581.6,18.4,72666.0,25,87455.0,30,interpolated
78700,formation_8_highest_light,15,94,78686.2,13.8,75347.0,90,79521.0,95,interpolated
78800,formation_8_highest_light,36,42,78790.8,9.2,74990.0,40,84492.0,45,interpolated
78900,formation_8_highest_light,24,60,78914.0,14.0,72330.0,55,78914.0,60,interpolated
79000,formation_8_highest_light,21,68,78996.8,3.2,75494.0,65,81332.0,70,interpolated
79100,formation_8_highest_light,28,53,79077.4,22.6,74632.0,50,82041.0,55,interpolated
79200,headlight_all_leds,17,50,79216.0,16.0,71333.0,45,79216.0,50,interpolated
79300,headlight_all_leds,16,53,79268.4,31.6,74814.0,50,82238.0,55,interpolated
79400,headlight_all_leds,22,39,79403.4,3.4,71269.0,35,81437.0,40,interpolated
79500,formation_8_highest_light,15,95,79521.0,21.0,75347.0,90,79521.0,95,interpolated
79600,formation_8_highest_light,27,55,79601.0,1.0,72425.0,50,79601.0,55,interpolated
79700,formation_8_highest_light,45,36,79701.2,1.2,77384.0,35,88970.0,40,interpolated
79800,headlight_all_leds,15,57,79810.6,10.6,77017.0,55,84001.0,60,interpolated
79900,headlight_all_leds,9,93,79922.8,22.8,77365.0,90,81628.0,95,interpolated
80000,formation_8_highest_light,22,66,80003.4,3.4,78785.0,65,84877.0,70,interpolated
80100,headlight_all_leds,26,34,80093.4,6.6,70775.0,30,82423.0,35,interpolated
80200,headlight_all_leds,13,66,80173.0,27.0,78964.0,65,85009.0,70,interpolated
80300,formation_8_highest_light,38,41,80288.2,11.8,78310.0,40,88201.0,45,interpolated
80400,headlight_all_leds,12,70,80392.0,8.0,80392.0,70,86001.0,75,interpolated
80500,headlight_all_leds,28,32,80489.8,10.2,75537.0,30,87919.0,35,interpolated
80600,headlight_all_leds,30,30,80595.0,5.0,80595.0,30,93888.0,35,interpolated
80700,formation_8_highest_light,36,43,80691.2,8.8,74990.0,40,84492.0,45,interpolated
80800,headlight_all_leds,23,38,80800.4,0.4,74423.0,35,85052.0,40,interpolated
80900,formation_8_highest_light,46,36,80870.4,29.6,78509.0,35,90316.0,40,interpolated
81000,formation_8_highest_light,23,64,81014.2,14.2,75939.0,60,82283.0,65,interpolated
81100,formation_8_highest_light,18,81,81076.2,23.8,80070.0,80,85101.0,85,interpolated
81200,headlight_all_leds,19,46,81194.0,6.0,79458.0,45,88138.0,50,interpolated
81300,headlight_all_leds,10,85,81302.0,2.0,76529.0,80,81302.0,85,interpolated
81400,headlight_all_leds,13,67,81382.0,18.0,78964.0,65,85009.0,70,interpolated
81500,headlight_all_leds,12,71,81513.8,13.8,80392.0,70,86001.0,75,interpolated
81600,formation_8_highest_light,43,38,81622.8,22.8,74937.0,35,86080.0,40,interpolated
81700,formation_8_highest_light,40,40,81705.0,5.0,71130.0,35,81705.0,40,interpolated
81800,formation_8_highest_light,29,53,81794.2,5.8,77191.0,50,84863.0,55,interpolated
81900,formation_8_highest_light,25,61,81888.8,11.2,80570.0,60,87164.0,65,interpolated
82000,formation_8_highest_light,45,37,82018.4,18.4,77384.0,35,88970.0,40,interpolated
82100,formation_8_highest_light,19,78,82085.8,14.2,78919.0,75,84197.0,80,interpolated
82200,formation_8_highest_light,16,92,82202.2,2.2,80419.0,90,84877.0,95,interpolated
82300,formation_8_highest_light,23,65,82283.0,17.0,82283.0,65,88548.0,70,interpolated
82400,formation_8_highest_light,35,45,82423.0,23.0,73175.0,40,82423.0,45,interpolated
82500,formation_8_highest_light,21,71,82475.6,24.4,81332.0,70,87050.0,75,interpolated
82600,formation_8_highest_light,37,43,82601.2,1.2,76798.0,40,86470.0,45,interpolated
82700,headlight_all_leds,35,27,82698.2,1.8,76423.0,25,92111.0,30,interpolated
82800,formation_8_highest_light,24,63,82869.8,69.8,78914.0,60,85507.0,65,interpolated
82900,formation_8_highest_light,15,99,82894.6,5.4,79521.0,95,83738.0,100,interpolated
83000,formation_8_highest_light,44,38,83005.6,5.6,76189.0,35,87550.0,40,interpolated
83100,formation_8_highest_light,16,93,83093.8,6.2,80419.0,90,84877.0,95,interpolated
83200,formation_8_highest_light,25,62,83207.6,7.6,80570.0,60,87164.0,65,interpolated
83300,formation_8_highest_light,41,40,83302.0,2.0,72488.0,35,83302.0,40,interpolated
83400,headlight_all_leds,14,64,83438.0,38.0,78238.0,60,84738.0,65,interpolated
83500,formation_8_highest_light,28,56,83511.2,11.2,82041.0,55,89392.0,60,interpolated
83600,formation_8_highest_light,21,72,83619.2,19.2,81332.0,70,87050.0,75,interpolated
83700,headlight_all_leds,16,56,83709.8,9.8,82238.0,55,89597.0,60,interpolated
83800,headlight_all_leds,13,69,83800.0,0.0,78964.0,65,85009.0,70,interpolated
83900,headlight_all_leds,18,50,83888.0,12.0,83888.0,50,92111.0,55,interpolated
84000,headlight_all_leds,15,60,84001.0,1.0,77017.0,55,84001.0,60,interpolated
84100,formation_8_highest_light,18,84,84094.8,5.2,80070.0,80,85101.0,85,interpolated
84200,formation_8_highest_light,19,80,84197.0,3.0,84197.0,80,89396.0,85,interpolated
84300,formation_8_highest_light,45,38,84335.6,35.6,77384.0,35,88970.0,40,interpolated
84400,formation_8_highest_light,47,37,84432.4,32.4,79626.0,35,91642.0,40,interpolated
84500,headlight_all_leds,33,29,84497.2,2.8,72666.0,25,87455.0,30,interpolated
84600,headlight_all_leds,36,27,84638.2,38.2,78201.0,25,94294.0,30,interpolated
84700,formation_8_highest_light,32,50,84709.0,9.0,76236.0,45,84709.0,50,interpolated
84800,headlight_all_leds,38,26,84796.6,3.4,81429.0,25,98267.0,30,interpolated
84900,headlight_all_leds,12,74,84879.2,20.8,80392.0,70,86001.0,75,interpolated
85000,headlight_all_leds,9,99,84998.4,1.6,81628.0,95,85841.0,100,interpolated
85100,formation_8_highest_light,18,85,85101.0,1.0,80070.0,80,85101.0,85,interpolated
85200,headlight_all_leds,11,81,85212.6,12.6,84179.0,80,89347.0,85,interpolated
85300,formation_8_highest_light,27,59,85297.8,2.2,79601.0,55,86722.0,60,interpolated
85400,formation_8_highest_light,48,37,85406.2,6.2,80539.0,35,92707.0,40,interpolated
85500,formation_8_highest_light,24,65,85507.0,7.0,78914.0,60,85507.0,65,interpolated
85600,formation_8_highest_light,34,48,85599.6,0.4,80283.0,45,89144.0,50,interpolated
85700,headlight_all_leds,21,44,85733.8,33.8,78029.0,40,87660.0,45,interpolated
85800,headlight_all_leds,47,23,85804.0,4.0,73648.0,20,93908.0,25,interpolated
85900,formation_8_highest_light,21,74,85906.4,6.4,81332.0,70,87050.0,75,interpolated
86000,headlight_all_leds,12,75,86001.0,1.0,80392.0,70,86001.0,75,interpolated
86100,headlight_all_leds,24,39,86107.8,7.8,77347.0,35,88298.0,40,interpolated
86200,headlight_all_leds,13,71,86192.6,7.4,85009.0,70,90927.0,75,interpolated
86300,formation_8_highest_light,19,82,86276.6,23.4,84197.0,80,89396.0,85,interpolated
86400,headlight_all_leds,19,49,86402.0,2.0,79458.0,45,88138.0,50,interpolated
86500,formation_8_highest_light,49,37,86488.4,11.6,81558.0,35,93884.0,40,interpolated
86600,headlight_all_leds,37,27,86562.6,37.4,79959.0,25,96468.0,30,interpolated
86700,formation_8_highest_light,27,60,86722.0,22.0,79601.0,55,86722.0,60,interpolated
86800,formation_8_highest_light,24,66,86812.2,12.2,85507.0,65,92033.0,70,interpolated
86900,headlight_all_leds,10,91,86937.6,37.6,85988.0,90,90736.0,95,interpolated
87000,headlight_all_leds,17,55,86986.0,14.0,86986.0,55,94861.0,60,interpolated
87100,formation_8_highest_light,31,53,87111.0,11.0,82251.0,50,90351.0,55,interpolated
87200,headlight_all_leds,18,52,87177.2,22.8,83888.0,50,92111.0,55,interpolated
87300,headlight_all_leds,20,47,87300.8,0.8,83642.0,45,92789.0,50,interpolated
