formation_name,current_ma,pwm_percent,measured_mlux,source_file
formation_3_midlow_light,4,10,1.613,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,15,2.847,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,20,3.894,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,25,5.147,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,30,6.419,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,35,9.464,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,40,13.699,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,45,17.973,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,50,22.292,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,55,26.72,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,60,31.151,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,65,35.915,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,70,42.083,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,75,48.293,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,80,54.452,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,85,60.655,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,90,66.849,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,95,73.039,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,4,100,79.455,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,10,1.807,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,15,3.037,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,20,4.386,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,25,5.785,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,30,7.196,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,35,10.775,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,40,15.797,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,45,20.86,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,50,25.987,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,55,31.212,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,60,36.437,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,65,42.186,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,70,50.078,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,75,57.907,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,80,65.75,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,85,73.615,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,90,81.496,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,95,89.259,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,5,100,97.646,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,10,1.994,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,15,3.333,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,20,4.807,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,25,6.32,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,30,7.854,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,35,11.885,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,40,17.587,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,45,23.348,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,50,29.164,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,55,35.074,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,60,41.011,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,65,47.676,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,70,57.03,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,75,66.396,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,80,75.753,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,85,85.121,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,90,94.41,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,95,103.8,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,6,100,114.14,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,10,2.167,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,15,3.601,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,20,5.177,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,25,6.79,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,30,8.425,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,35,12.864,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,40,19.199,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,45,25.543,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,50,31.972,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,55,38.522,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,60,45.125,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,65,52.51,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,70,63.251,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,75,73.986,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,80,84.714,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,85,95.406,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,90,106.17,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,95,116.91,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,7,100,129.32,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,10,2.326,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,15,3.841,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,20,5.512,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,25,7.219,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,30,8.945,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,35,13.811,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,40,20.675,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,45,27.597,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,50,34.626,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,55,41.765,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,60,48.936,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,65,57.061,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,70,69.115,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,75,81.16,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,80,93.14,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,85,105.21,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,90,117.29,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,95,129.52,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,8,100,143.62,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,10,2.451,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,15,4.052,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,20,5.8,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,25,7.596,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,30,9.402,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,35,14.578,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,40,22.003,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,45,29.428,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,50,36.953,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,55,44.64,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,60,52.321,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,65,61.066,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,70,74.281,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,75,87.406,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,80,100.63,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,85,113.87,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,90,127.14,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,95,140.57,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,9,100,156.33,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,10,2.578,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,15,4.244,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,20,6.062,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,25,7.929,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,30,9.8113,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,35,15.29,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,40,23.172,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,45,31.082,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,50,39.069,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,55,47.257,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,60,55.39,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,65,64.74,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,70,79.06,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,75,93.294,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,80,107.57,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,85,121.91,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,90,136.42,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,95,150.76,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,10,100,168.21,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,10,2.692,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,15,4.461,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,20,6.311,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,25,8.245,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,30,10.19,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,35,15.959,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,40,24.279,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,45,32.613,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,50,41.06,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,55,49.662,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,60,58.226,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,65,68.152,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,70,83.462,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,75,98.685,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,80,114.0,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,85,129.49,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,90,144.84,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,95,160.23,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,11,100,179.02,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,10,2.797,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,15,4.587,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,20,6.53,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,25,8.519,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,30,10.535,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,35,16.576,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,40,25.284,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,45,34.047,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,50,42.902,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,55,51.906,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,60,60.921,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,65,71.326,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,70,87.531,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,75,103.77,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,80,120.02,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,85,136.44,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,90,152.77,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,95,169.1,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,12,100,189.35,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,10,2.975,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,15,4.864,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,20,6.918,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,25,9.021,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,30,11.138,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,35,17.599,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,40,26.977,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,45,36.374,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,50,45.909,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,55,55.555,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,60,65.187,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,65,76.373,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,70,93.75,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,75,111.23,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,80,128.68,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,85,146.37,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,90,163.86,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,95,181.19,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,13,100,203.19,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,10,3.053,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,15,4.976,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,20,7.081,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,25,9.22,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,30,11.379,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,35,18.056,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,40,27.734,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,45,37.422,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,50,47.31,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,55,57.218,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,60,67.14,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,65,78.742,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,70,96.849,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,75,115.04,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,80,133.39,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,85,151.71,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,90,169.92,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,95,188.05,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,14,100,211.22,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,10,3.127,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,15,5.1,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,20,7.235,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,25,9.42,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,30,11.625,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,35,18.491,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,40,28.461,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,45,38.501,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,50,48.645,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,55,58.893,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,60,69.16,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,65,81.144,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,70,99.998,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,75,118.99,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,80,138.1,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,85,157.06,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,90,175.97,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,95,195.02,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,15,100,219.51,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,10,3.199,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,15,5.2,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,20,7.377,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,25,9.6001,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,30,11.841,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,35,18.897,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,40,29.171,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,45,39.476,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,50,49.905,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,55,60.474,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,60,71.009,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,65,83.363,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,70,102.95,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,75,122.62,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,80,142.36,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,85,162.17,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,90,181.68,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,95,201.37,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,16,100,227.17,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,10,3.261,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,15,5.298,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,20,7.53,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,25,9.769,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,30,12.036,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,35,19.264,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,40,29.795,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,45,40.328,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,50,51.039,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,55,61.841,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,60,72.636,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,65,85.353,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,70,105.53,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,75,125.8,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,80,146.26,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,85,166.64,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,90,186.78,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,95,207.12,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,17,100,233.92,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,10,3.318,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,15,5.393,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,20,7.635,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,25,9.9292,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,30,12.236,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,35,19.64,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,40,30.414,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,45,41.236,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,50,52.176,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,55,63.234,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,60,74.318,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,65,87.259,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,70,108.17,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,75,129.22,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,80,150.15,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,85,171.1,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,90,191.94,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,95,212.91,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,18,100,240.69,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,10,3.373,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,15,5.47,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,20,7.749,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,25,10.075,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,30,12.414,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,35,19.95,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,40,30.97,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,45,42.008,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,50,53.19,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,55,64.515,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,60,75.789,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,65,89.062,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,70,110.5,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,75,132.17,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,80,153.6,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,85,175.05,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,90,196.57,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,95,218.22,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,19,100,246.84,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,10,3.429,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,15,5.56,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,20,7.865,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,25,10.222,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,30,12.592,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,35,20.294,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,40,31.536,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,45,42.8,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,50,54.241,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,55,65.757,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,60,77.292,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,65,90.841,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,70,112.94,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,75,135.08,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,80,157.2,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,85,179.19,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,90,201.2,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,95,223.64,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,20,100,253.03,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,10,3.472,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,15,5.631,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,20,7.97,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,25,10.349,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,30,12.76,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,35,20.612,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,40,32.035,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,45,43.602,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,50,55.195,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,55,66.964,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,60,78.732,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,65,92.515,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,70,115.16,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,75,137.92,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,80,160.54,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,85,183.01,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,90,205.67,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,95,228.57,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,21,100,258.65,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,10,3.522,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,15,5.701,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,20,8.062,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,25,10.476,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,30,12.904,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,35,20.876,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,40,32.555,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,45,44.307,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,50,56.117,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,55,68.052,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,60,80.037,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,65,94.058,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,70,117.19,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,75,140.5,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,80,163.51,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,85,186.53,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,90,209.64,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,95,233.03,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,22,100,263.92,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,23,10,3.57,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,23,15,5.774,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,23,20,8.163,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,23,25,10.601,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,23,30,13.045,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,23,35,21.153,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,23,40,33.042,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,23,45,44.988,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,23,50,57.007,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,23,55,69.14,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,23,60,81.308,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,23,65,95.662,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,23,70,119.25,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,23,75,142.94,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,23,80,166.63,formation_3_midlow_light_calibration.csv
formation_3_midlow_light,23,85,190.1,formation_3_midlow_light_calibration.csv
